709306588	20161123	201611	2016	2016.8849	MIL	MILITARY						MIL			UKR	UKRAINIAN	UKR								0	051	051	05	1	3.4	1	1	1	-2.38931834153197	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171123064500	https://eadaily.com/en/news/2017/11/20/poland-turning-its-back-to-ukraine-view-from-warsaw
709306589	20161123	201611	2016	2016.8849	MIL	MILITARY						MIL			UKRMIL	UKRAINIAN	UKR					MIL			0	051	051	05	1	3.4	6	1	6	-2.38931834153197	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20171123064500	https://eadaily.com/en/news/2017/11/20/poland-turning-its-back-to-ukraine-view-from-warsaw
709306590	20161123	201611	2016	2016.8849	MYS	MALAYSIA	MYS								CHN	CHINA	CHN								0	020	020	02	1	3.0	8	1	8	-3.09477756286267	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171123064500	http://www.mpoc.org.my/Indonesia_and_Malaysia_fire_back_at_the_EU_over_palm_oil.aspx
709306591	20161123	201611	2016	2016.8849	MYS	MALAYSIA	MYS								CHN	CHINA	CHN								0	020	020	02	1	3.0	2	1	2	-3.09477756286267	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171123064500	http://www.mpoc.org.my/Indonesia_and_Malaysia_fire_back_at_the_EU_over_palm_oil.aspx
709306592	20161123	201611	2016	2016.8849	MYSGOVEDU	KHALED NORDIN	MYS					GOV	EDU												1	010	010	01	1	0.0	10	1	10	1.14942528735632	0								0								0								20171123064500	https://www.nst.com.my/news/nation/2017/11/306540/johor-presents-eighth-year-surplus-state-budget
709306593	20161123	201611	2016	2016.8849	SAU	SAUDI ARABIA	SAU								REL	CLERIC									0	180	180	18	4	-9.0	4	1	4	-6.31049167634533	4	Sahil, Saudi Arabia (general), Saudi Arabia	SA	SA00	25312	19.3785	41.8489	-3098908	4	Sahil, Saudi Arabia (general), Saudi Arabia	SA	SA00	25312	19.3785	41.8489	-3098908	4	Sahil, Saudi Arabia (general), Saudi Arabia	SA	SA00	25312	19.3785	41.8489	-3098908	20171123064500	https://www.hindujagruti.org/news/105943.html
709306594	20161123	201611	2016	2016.8849	SAU	SAUDI ARABIA	SAU								REL	CLERIC									0	180	180	18	4	-9.0	2	1	2	-6.31049167634533	1	United Kingdom	UK	UK		54	-4	UK	4	Sahil, Saudi Arabia (general), Saudi Arabia	SA	SA00	25312	19.3785	41.8489	-3098908	4	Sahil, Saudi Arabia (general), Saudi Arabia	SA	SA00	25312	19.3785	41.8489	-3098908	20171123064500	https://www.hindujagruti.org/news/105943.html
709306595	20171024	201710	2017	2017.8055	AUS	AUSTRALIA	AUS								CHN	CHINESE	CHN								1	020	020	02	1	3.0	2	1	2	1.44578313253012	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	China	CH	CH		35	105	CH	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171123064500	https://www.businessinsider.com.au/china-online-shopping-giant-vip-com-has-opened-a-massive-warehouse-in-australia-2017-11
709306596	20171024	201710	2017	2017.8055	AUS	AUSTRALIA	AUS								CHN	CHINESE	CHN								1	020	020	02	1	3.0	8	1	8	1.44578313253012	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171123064500	https://www.businessinsider.com.au/china-online-shopping-giant-vip-com-has-opened-a-massive-warehouse-in-australia-2017-11
709306597	20171024	201710	2017	2017.8055	CVL	RESIDENTS						CVL			USA	CALIF	USA								1	115	115	11	3	-2.0	10	1	10	-6.13496932515337	3	Oakmont, California, United States	US	USCA	CA097	38.4407	-122.604	1659277	3	Oakmont, California, United States	US	USCA	CA097	38.4407	-122.604	1659277	3	Oakmont, California, United States	US	USCA	CA097	38.4407	-122.604	1659277	20171123064500	http://www.sacbee.com/latest-news/article186184873.html
709306598	20171116	201711	2017	2017.8658											MMR	MYANMAR	MMR								0	042	042	04	1	1.9	6	1	6	-6.05786618444846	0								4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	20171123064500	http://www.charlotteobserver.com/news/politics-government/national-politics/article185991268.html
709306599	20171116	201711	2017	2017.8658	BGD	BANGLADESH	BGD								LAB	WORKER						LAB			0	040	040	04	1	1.0	4	1	4	-2.70270270270271	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171123064500	https://www.reuters.com/article/us-myanmar-rohingya/myanmar-bangladesh-to-ink-rohingya-return-deal-amid-concern-over-armys-role-idUSKBN1DN0HA
709306600	20171116	201711	2017	2017.8658	GOV	GOVERNMENT						GOV			MMR	BURMESE	MMR								1	026	026	02	1	4.0	5	1	5	-5.06329113924051	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171123064500	https://coconuts.co/hongkong/news/amid-filipino-suspension-and-cambodian-delay-hong-kong-looks-again-to-myanmar-for-maids/
709306601	20171116	201711	2017	2017.8658	GOV	GOVERNMENT						GOV			NGA	NIGERIA	NGA								0	036	036	03	1	4.0	2	1	2	-1.65441176470588	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	20171123064500	https://www.premiumtimesng.com/news/top-news/250303-asup-may-call-off-strike-next-week-official.html
709306602	20171116	201711	2017	2017.8658	LAB	WORKER						LAB			BGD	BANGLADESH	BGD								0	010	010	01	1	0.0	4	1	4	-2.70270270270271	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171123064500	https://www.reuters.com/article/us-myanmar-rohingya/myanmar-bangladesh-to-ink-rohingya-return-deal-amid-concern-over-armys-role-idUSKBN1DN0HA
709306603	20171116	201711	2017	2017.8658	LAB	WORKER						LAB			BGD	BANGLADESH	BGD								0	040	040	04	1	1.0	4	1	4	-2.70270270270271	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171123064500	https://www.reuters.com/article/us-myanmar-rohingya/myanmar-bangladesh-to-ink-rohingya-return-deal-amid-concern-over-armys-role-idUSKBN1DN0HA
709306604	20171116	201711	2017	2017.8658	LAB	WORKER						LAB			MILMIL	ARMY						MIL	MIL		0	012	012	01	1	-0.4	10	1	10	-2.70270270270271	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171123064500	https://www.reuters.com/article/us-myanmar-rohingya/myanmar-bangladesh-to-ink-rohingya-return-deal-amid-concern-over-armys-role-idUSKBN1DN0HA
709306605	20171116	201711	2017	2017.8658	LAB	WORKER						LAB			USAMED	REUTERS	USA					MED			0	010	010	01	1	0.0	6	1	6	-2.70270270270271	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171123064500	https://www.reuters.com/article/us-myanmar-rohingya/myanmar-bangladesh-to-ink-rohingya-return-deal-amid-concern-over-armys-role-idUSKBN1DN0HA
709306606	20171116	201711	2017	2017.8658	MMR	MYANMAR	MMR																		0	043	043	04	1	2.8	6	1	6	-6.05786618444846	4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	0								4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	20171123064500	http://www.charlotteobserver.com/news/politics-government/national-politics/article185991268.html
709306607	20171116	201711	2017	2017.8658	MMR	BURMA	MMR								MIL	ARMY						MIL			0	090	090	09	2	-2.0	2	1	2	-3.23450134770889	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	5	Rakhine State, Rakhine State, Myanmar	BM	BM01	41814	19	94.25	-440595	5	Rakhine State, Rakhine State, Myanmar	BM	BM01	41814	19	94.25	-440595	20171123064500	http://www.dvb.no/news/pope-meet-head-burma-army-rohingya-refugees-vatican-says/78520
709306608	20171116	201711	2017	2017.8658	MMR	BURMA	MMR								MIL	ARMY						MIL			0	090	090	09	2	-2.0	2	1	2	-3.23450134770889	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20171123064500	http://www.dvb.no/news/pope-meet-head-burma-army-rohingya-refugees-vatican-says/78520
709306609	20171116	201711	2017	2017.8658	MMR	BURMA	MMR								MMRGOV	MYANMAR	MMR					GOV			0	120	120	12	3	-4.0	2	1	2	-3.23450134770889	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171123064500	http://www.dvb.no/news/pope-meet-head-burma-army-rohingya-refugees-vatican-says/78520
709306610	20171116	201711	2017	2017.8658	MMR	BURMA	MMR								MMRGOV	MYANMAR	MMR					GOV			0	120	120	12	3	-4.0	2	1	2	-3.23450134770889	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20171123064500	http://www.dvb.no/news/pope-meet-head-burma-army-rohingya-refugees-vatican-says/78520
709306611	20171116	201711	2017	2017.8658	MMR	BURMA	MMR								VAT	VATICAN	VAT								1	036	036	03	1	4.0	2	1	2	-3.23450134770889	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20171123064500	http://www.dvb.no/news/pope-meet-head-burma-army-rohingya-refugees-vatican-says/78520
709306612	20171116	201711	2017	2017.8658	MMRGOV	BURMA	MMR					GOV													0	120	120	12	3	-4.0	6	1	6	-3.23450134770889	5	Rakhine State, Rakhine State, Myanmar	BM	BM01	41814	19	94.25	-440595	0								5	Rakhine State, Rakhine State, Myanmar	BM	BM01	41814	19	94.25	-440595	20171123064500	http://www.dvb.no/news/pope-meet-head-burma-army-rohingya-refugees-vatican-says/78520
709306613	20171116	201711	2017	2017.8658	MMRGOV	BURMA	MMR					GOV			MIL	ARMY						MIL			0	090	090	09	2	-2.0	6	1	6	-3.23450134770889	5	Rakhine State, Rakhine State, Myanmar	BM	BM01	41814	19	94.25	-440595	5	Rakhine State, Rakhine State, Myanmar	BM	BM01	41814	19	94.25	-440595	5	Rakhine State, Rakhine State, Myanmar	BM	BM01	41814	19	94.25	-440595	20171123064500	http://www.dvb.no/news/pope-meet-head-burma-army-rohingya-refugees-vatican-says/78520
709306614	20171116	201711	2017	2017.8658	MMRMIL	BURMA	MMR					MIL			VAT	VATICAN	VAT								1	036	036	03	1	4.0	6	1	6	-3.23450134770889	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20171123064500	http://www.dvb.no/news/pope-meet-head-burma-army-rohingya-refugees-vatican-says/78520
709306615	20171116	201711	2017	2017.8658	VAT	VATICAN	VAT								MMRMIL	BURMA	MMR					MIL			1	036	036	03	1	4.0	6	1	6	-3.23450134770889	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171123064500	http://www.dvb.no/news/pope-meet-head-burma-army-rohingya-refugees-vatican-says/78520
709306616	20171122	201711	2017	2017.8822											GOV	CABINET						GOV			1	040	040	04	1	1.0	10	1	10	0.95541401273885	0								1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20171123064500	http://www.thepeninsulaqatar.com/article/23/11/2017/Joint-labour-panel-at-firms-employing-30-or-more-workers
709306617	20171122	201711	2017	2017.8822	AFRGOV	AFRICA	AFR					GOV			ZWE	ZIMBABWE	ZWE								1	084	084	08	2	7.0	3	1	3	1.89573459715639	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171123064500	http://www.businessghana.com/site/news/politics/155887/Mo-Ibrahim-Foundation-welcomes-President-Mugabe%E2%80%99s-decision-to-resign
709306618	20171122	201711	2017	2017.8822	COPMIL	POLICE						COP	MIL												0	030	030	03	1	4.0	5	1	5	-2.70270270270271	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171123064500	https://www.reuters.com/article/us-myanmar-rohingya/myanmar-bangladesh-to-ink-rohingya-return-deal-amid-concern-over-armys-role-idUSKBN1DN0HA
709306619	20171122	201711	2017	2017.8822	COPMIL	POLICE						COP	MIL												0	060	060	06	2	6.0	5	1	5	-2.70270270270271	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171123064500	https://www.reuters.com/article/us-myanmar-rohingya/myanmar-bangladesh-to-ink-rohingya-return-deal-amid-concern-over-armys-role-idUSKBN1DN0HA
709306620	20171122	201711	2017	2017.8822	JUD	ADVOCATE						JUD													1	112	112	11	3	-2.0	6	1	6	-4.7713717693837	1	Philippines	RP	RP		13	122	RP	0								1	Philippines	RP	RP		13	122	RP	20171123064500	https://jerseyeveningpost.com/news/2015/12/08/lawyer-accused-of-multi-billion-dollar-fraud-denies-knowledge-of-link-to-notorious-crook/
709306621	20171122	201711	2017	2017.8822	JUD	ADVOCATE						JUD			PHL	PHILIPPINE	PHL								1	112	112	11	3	-2.0	2	1	2	-4.7713717693837	1	Philippines	RP	RP		13	122	RP	1	Philippines	RP	RP		13	122	RP	1	Philippines	RP	RP		13	122	RP	20171123064500	https://jerseyeveningpost.com/news/2015/12/08/lawyer-accused-of-multi-billion-dollar-fraud-denies-knowledge-of-link-to-notorious-crook/
709306622	20171122	201711	2017	2017.8822	KHMGOV	CAMBODIA	KHM					GOV			KHM	CAMBODIA	KHM								0	010	010	01	1	0.0	2	1	2	-5.06329113924051	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171123064500	https://coconuts.co/hongkong/news/amid-filipino-suspension-and-cambodian-delay-hong-kong-looks-again-to-myanmar-for-maids/
709306623	20171122	201711	2017	2017.8822	MED	JOURNALIST						MED			yor	YORUBA			yor						1	043	043	04	1	2.8	1	1	1	2.32558139534884	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171123064500	https://guardian.ng/news/no-automatic-ticket-for-buhari-in-2019-says-tinubu/
709306624	20171122	201711	2017	2017.8822	MED	JOURNALIST						MED			yor	YORUBA			yor						1	043	043	04	1	2.8	4	1	4	2.32558139534884	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	20171123064500	https://guardian.ng/news/no-automatic-ticket-for-buhari-in-2019-says-tinubu/
709306625	20171122	201711	2017	2017.8822	NGA	NIGERIA	NGA								yor	YORUBA			yor						1	043	043	04	1	2.8	1	1	1	2.32558139534884	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171123064500	https://guardian.ng/news/no-automatic-ticket-for-buhari-in-2019-says-tinubu/
709306626	20171122	201711	2017	2017.8822	NGA	NIGERIA	NGA								yor	YORUBA			yor						1	043	043	04	1	2.8	2	1	2	2.32558139534884	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	20171123064500	https://guardian.ng/news/no-automatic-ticket-for-buhari-in-2019-says-tinubu/
709306627	20171122	201711	2017	2017.8822	PHLJUD	PHILIPPINE	PHL					JUD			PHL	PHILIPPINE	PHL								1	112	112	11	3	-2.0	2	1	2	-4.7713717693837	1	Philippines	RP	RP		13	122	RP	1	Philippines	RP	RP		13	122	RP	1	Philippines	RP	RP		13	122	RP	20171123064500	https://jerseyeveningpost.com/news/2015/12/08/lawyer-accused-of-multi-billion-dollar-fraud-denies-knowledge-of-link-to-notorious-crook/
709306628	20171122	201711	2017	2017.8822	ZWE	ZIMBABWE	ZWE								GOV	GOVERNANCE						GOV			1	084	084	08	2	7.0	2	1	2	1.89573459715639	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171123064500	http://www.businessghana.com/site/news/politics/155887/Mo-Ibrahim-Foundation-welcomes-President-Mugabe%E2%80%99s-decision-to-resign
709306629	20171122	201711	2017	2017.8822	yor	YORUBA			yor						MED	JOURNALIST						MED			1	042	042	04	1	1.9	1	1	1	2.32558139534884	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171123064500	https://guardian.ng/news/no-automatic-ticket-for-buhari-in-2019-says-tinubu/
709306630	20171122	201711	2017	2017.8822	yor	YORUBA			yor						MED	JOURNALIST						MED			1	042	042	04	1	1.9	4	1	4	2.32558139534884	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	20171123064500	https://guardian.ng/news/no-automatic-ticket-for-buhari-in-2019-says-tinubu/
709306631	20171122	201711	2017	2017.8822	yor	YORUBA			yor						NGA	NIGERIA	NGA								1	042	042	04	1	1.9	1	1	1	2.32558139534884	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	4	Tinubu, Lagos, Nigeria	NI	NI05	191300	6.51667	3.36667	-2027738	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171123064500	https://guardian.ng/news/no-automatic-ticket-for-buhari-in-2019-says-tinubu/
709306632	20171123	201711	2017	2017.8849											AFR	AFRICA	AFR								1	043	043	04	1	2.8	8	1	8	-2.12765957446808	0								4	Liebenberg, Free State, South Africa	SF	SF03	77328	-27.7555	27.4962	-1253122	4	Liebenberg, Free State, South Africa	SF	SF03	77328	-27.7555	27.4962	-1253122	20171123064500	https://www.timeslive.co.za/news/south-africa/2017-11-23-eskoms-head-office-closed-due-to-water-cuts/
